Continent;Region/Country;Product;Variable;Year;Unit;Quantity
Global;Global;Table Grapes;Production;2009;tonnes;20 448 463
Global;Global;Table Grapes;Consumption;2009;tonnes;19 957 963
Global;Global;Table Grapes;Production;2007;tonnes;19 820 704
Global;Global;Table Grapes;Consumption;2007;tonnes;19 514 345
Global;Global;Table Grapes;Production;2006;tonnes;19 340 597
Global;Global;Table Grapes;Production;2008;tonnes;19 039 099
Global;Global;Table Grapes;Production;2005;tonnes;18 942 241
Global;Global;Table Grapes;Consumption;2008;tonnes;18 925 483
Global;Global;Table Grapes;Consumption;2006;tonnes;18 677 261
Global;Global;Table Grapes;Consumption;2005;tonnes;18 223 579
Global;Global;Table Grapes;Production;2004;tonnes;17 809 882
Global;Global;Table Grapes;Production;2003;tonnes;17 573 554
Global;Global;Table Grapes;Consumption;2004;tonnes;17 446 818
Global;Global;Table Grapes;Consumption;2003;tonnes;16 987 441
Global;Global;Table Grapes;Production;2002;tonnes;16 727 273
Global;Global;Table Grapes;Consumption;2002;tonnes;16 191 724
Asia;China;Fresh Grapes;Production;2022;tonnes;15 604 909
Global;Global;Table Grapes;Production;2001;tonnes;15 292 194
Global;Global;Table Grapes;Production;2000;tonnes;15 241 739
Global;Global;Table Grapes;Consumption;2001;tonnes;14 984 444
Asia;China;Fresh Grapes;Production;2021;tonnes;14 910 417
Global;Global;Table Grapes;Consumption;2000;tonnes;14 842 119
Asia;China;Fresh Grapes;Production;2020;tonnes;14 314 100
Asia;China;Fresh Grapes;Production;2019;tonnes;14 195 400
Asia;China;Fresh Grapes;Production;2018;tonnes;13 666 800
Global;Global;Table Grapes;Production;1999;tonnes;13 503 802
Global;Global;Table Grapes;Consumption;1999;tonnes;13 375 561
Asia;China;Fresh Grapes;Production;2015;tonnes;13 164 000
Asia;China;Fresh Grapes;Production;2017;tonnes;13 082 900
Global;Global;Table Grapes;Production;1997;tonnes;13 070 769
Global;Global;Table Grapes;Production;1996;tonnes;12 901 707
Global;Global;Table Grapes;Production;1998;tonnes;12 889 077
Global;Global;Table Grapes;Consumption;1996;tonnes;12 885 048
Global;Global;Table Grapes;Consumption;1997;tonnes;12 738 063
Global;Global;Table Grapes;Consumption;1998;tonnes;12 725 897
Asia;China;Fresh Grapes;Production;2016;tonnes;12 629 400
Asia;China;Table Grapes;Production;2022;tonnes;12 600 000
Asia;China;Table Grapes;Consumption;2022;tonnes;12 385 235
Asia;China;Table Grapes;Production;2021;tonnes;11 980 000
Global;Global;Table Grapes;Production;1995;tonnes;11 884 137
Asia;China;Table Grapes;Consumption;2021;tonnes;11 804 549
Global;Global;Table Grapes;Consumption;1995;tonnes;11 762 566
Asia;China;Fresh Grapes;Production;2014;tonnes;11 731 000
Asia;China;Table Grapes;Production;2020;tonnes;11 450 000
Asia;China;Table Grapes;Consumption;2020;tonnes;11 250 515
Asia;China;Fresh Grapes;Production;2013;tonnes;10 884 600
Asia;China;Table Grapes;Production;2019;tonnes;10 600 000
Asia;China;Table Grapes;Production;2017;tonnes;10 500 000
Asia;China;Table Grapes;Consumption;2019;tonnes;10 460 557
Asia;China;Table Grapes;Consumption;2017;tonnes;10 430 103
Asia;China;Table Grapes;Consumption;2016;tonnes;10 150 000
Asia;China;Table Grapes;Production;2016;tonnes;10 100 000
Asia;China;Fresh Grapes;Production;2012;tonnes;10 005 900
Asia;China;Table Grapes;Production;2015;tonnes;10 000 000
Asia;China;Table Grapes;Consumption;2015;tonnes;9 622 000
Asia;China;Table Grapes;Consumption;2014;tonnes;9 487 715
Asia;China;Table Grapes;Production;2018;tonnes;9 450 000
Europe;Italy;Fresh Grapes;Production;1996;tonnes;9 423 790
Asia;China;Table Grapes;Production;2014;tonnes;9 402 615
Asia;China;Table Grapes;Consumption;2018;tonnes;9 381 338
Europe;Italy;Fresh Grapes;Production;1999;tonnes;9 361 900
Europe;Italy;Fresh Grapes;Production;1998;tonnes;9 256 800
Europe;Italy;Fresh Grapes;Production;2000;tonnes;8 869 500
Europe;Italy;Fresh Grapes;Production;2004;tonnes;8 691 970
Europe;Italy;Fresh Grapes;Production;2001;tonnes;8 653 100
Europe;Italy;Fresh Grapes;Production;2018;tonnes;8 646 875
Asia;China;Table Grapes;Consumption;2013;tonnes;8 593 450
Asia;China;Fresh Grapes;Production;2011;tonnes;8 576 900
Europe;Italy;Fresh Grapes;Production;2005;tonnes;8 553 576
Asia;China;Table Grapes;Production;2013;tonnes;8 513 450
Europe;Italy;Fresh Grapes;Production;1995;tonnes;8 479 200
Europe;Italy;Fresh Grapes;Production;2016;tonnes;8 393 927
Europe;Italy;Fresh Grapes;Production;2006;tonnes;8 328 650
Europe;Italy;Fresh Grapes;Production;2015;tonnes;8 169 713
Asia;China;Fresh Grapes;Production;2010;tonnes;8 135 300
Europe;Italy;Fresh Grapes;Production;1997;tonnes;8 057 500
Europe;France;Fresh Grapes;Production;1999;tonnes;8 040 700
Europe;Italy;Fresh Grapes;Production;2013;tonnes;8 010 344
America;United States of America;Fresh Grapes;Production;2013;tonnes;7 830 639
Global;Global;Vineyard;Surface Area;1995;ha;7 823 196
Europe;Italy;Fresh Grapes;Production;2008;tonnes;7 812 973
Global;Global;Vineyard;Surface Area;2003;ha;7 811 483
Global;Global;Vineyard;Surface Area;2002;ha;7 809 670
Global;Global;Vineyard;Surface Area;2001;ha;7 791 050
Europe;Italy;Fresh Grapes;Production;2010;tonnes;7 787 790
Global;Global;Vineyard;Surface Area;2000;ha;7 772 007
Global;Global;Vineyard;Surface Area;2004;ha;7 767 495
Europe;France;Fresh Grapes;Production;2000;tonnes;7 762 600
Global;Global;Vineyard;Surface Area;1999;ha;7 717 297
Europe;France;Fresh Grapes;Production;1996;tonnes;7 716 391
Global;Global;Vineyard;Surface Area;2005;ha;7 713 661
Global;Global;Vineyard;Surface Area;1996;ha;7 701 742
Global;Global;Vineyard;Surface Area;2006;ha;7 681 543
Global;Global;Vineyard;Surface Area;1997;ha;7 655 987
Asia;China;Fresh Grapes;Production;2009;tonnes;7 648 800
Global;Global;Vineyard;Surface Area;1998;ha;7 609 628
Europe;Italy;Fresh Grapes;Production;2009;tonnes;7 602 649
Global;Global;Vineyard;Surface Area;2007;ha;7 597 493
Europe;France;Fresh Grapes;Production;2004;tonnes;7 564 900
Europe;Italy;Fresh Grapes;Production;2022;tonnes;7 547 201
Global;Global;Vineyard;Surface Area;2008;ha;7 535 729
Global;Global;Vineyard;Surface Area;2009;ha;7 498 404
Europe;Italy;Fresh Grapes;Production;2003;tonnes;7 482 900
Global;Global;Vineyard;Surface Area;2014;ha;7 477 772
Global;Global;Vineyard;Surface Area;2015;ha;7 460 814
Europe;Italy;Fresh Grapes;Production;2021;tonnes;7 449 935
Global;Global;Vineyard;Surface Area;2010;ha;7 449 290
Global;Global;Vineyard;Surface Area;2013;ha;7 446 594
Global;Global;Vineyard;Surface Area;2012;ha;7 424 912
Europe;Italy;Fresh Grapes;Production;2020;tonnes;7 424 249
Global;Global;Vineyard;Surface Area;2011;ha;7 412 937
Europe;Italy;Fresh Grapes;Production;2002;tonnes;7 393 900
Europe;Italy;Fresh Grapes;Production;2007;tonnes;7 392 373
Global;Global;Vineyard;Surface Area;2016;ha;7 382 466
Europe;Spain;Fresh Grapes;Production;2013;tonnes;7 382 426
Asia;China;Table Grapes;Consumption;2012;tonnes;7 377 359
Global;Global;Vineyard;Surface Area;2020;ha;7 357 925
Asia;China;Table Grapes;Production;2012;tonnes;7 352 917
Global;Global;Vineyard;Surface Area;2019;ha;7 345 484
Global;Global;Vineyard;Surface Area;2018;ha;7 341 607
Global;Global;Vineyard;Surface Area;2017;ha;7 323 993
Global;Global;Vineyard;Surface Area;2021;ha;7 298 449
Europe;Spain;Fresh Grapes;Production;2004;tonnes;7 290 900
Europe;Spain;Fresh Grapes;Production;2003;tonnes;7 255 900
Global;Global;Vineyard;Surface Area;2022;ha;7 254 512
Europe;France;Fresh Grapes;Production;2001;tonnes;7 225 400
Europe;France;Fresh Grapes;Production;1995;tonnes;7 211 300
Europe;France;Fresh Grapes;Production;1997;tonnes;7 186 600
America;United States of America;Fresh Grapes;Production;2014;tonnes;7 140 997
Europe;Italy;Fresh Grapes;Production;2019;tonnes;7 123 101
Europe;Italy;Fresh Grapes;Production;2011;tonnes;7 115 500
America;United States of America;Fresh Grapes;Production;2005;tonnes;7 088 471
America;United States of America;Fresh Grapes;Production;2016;tonnes;6 982 628
Asia;China;Fresh Grapes;Production;2008;tonnes;6 982 400
America;United States of America;Fresh Grapes;Production;2000;tonnes;6 974 438
Europe;France;Fresh Grapes;Production;1998;tonnes;6 919 100
Europe;Italy;Fresh Grapes;Production;2012;tonnes;6 918 044
America;United States of America;Fresh Grapes;Production;2015;tonnes;6 913 838
Europe;Italy;Fresh Grapes;Production;2014;tonnes;6 894 368
America;United States of America;Fresh Grapes;Production;2018;tonnes;6 890 975
Europe;Italy;Fresh Grapes;Production;2017;tonnes;6 883 022
Europe;Spain;Fresh Grapes;Production;2018;tonnes;6 868 269
Europe;France;Fresh Grapes;Production;2002;tonnes;6 843 700
America;United States of America;Fresh Grapes;Production;2012;tonnes;6 826 023
Europe;France;Fresh Grapes;Production;2005;tonnes;6 790 200
Europe;France;Fresh Grapes;Production;2006;tonnes;6 776 877
America;United States of America;Fresh Grapes;Production;2010;tonnes;6 742 290
America;United States of America;Fresh Grapes;Production;2011;tonnes;6 721 062
America;United States of America;Fresh Grapes;Production;2017;tonnes;6 698 516
America;United States of America;Fresh Grapes;Production;2002;tonnes;6 657 740
Europe;France;Fresh Grapes;Production;2011;tonnes;6 649 026
America;United States of America;Fresh Grapes;Production;1997;tonnes;6 614 195
America;United States of America;Fresh Grapes;Production;2008;tonnes;6 603 762
America;United States of America;Fresh Grapes;Production;2009;tonnes;6 593 330
Europe;Spain;Fresh Grapes;Production;2000;tonnes;6 539 800
Europe;Spain;Fresh Grapes;Production;2020;tonnes;6 495 377
Asia;China;Fresh Grapes;Production;2007;tonnes;6 439 800
Europe;Spain;Fresh Grapes;Production;2006;tonnes;6 405 500
America;United States of America;Fresh Grapes;Production;2007;tonnes;6 402 277
Europe;Spain;Fresh Grapes;Production;2016;tonnes;6 319 470
Asia;China;Fresh Grapes;Production;2006;tonnes;6 270 800
Europe;France;Fresh Grapes;Production;2018;tonnes;6 267 745
Europe;France;Fresh Grapes;Production;2015;tonnes;6 258 323
Asia;China;Table Grapes;Consumption;2011;tonnes;6 238 300
America;United States of America;Fresh Grapes;Production;2019;tonnes;6 233 266
Asia;China;Table Grapes;Production;2011;tonnes;6 221 868
Europe;France;Fresh Grapes;Production;2014;tonnes;6 204 868
Europe;France;Fresh Grapes;Production;2022;tonnes;6 157 974
Europe;Spain;Fresh Grapes;Production;2014;tonnes;6 145 752
Europe;France;Fresh Grapes;Production;2003;tonnes;6 128 525
Europe;France;Fresh Grapes;Production;2009;tonnes;6 112 443
Europe;Spain;Fresh Grapes;Production;2010;tonnes;6 105 539
Europe;Spain;Fresh Grapes;Production;2005;tonnes;6 072 100
America;United States of America;Fresh Grapes;Production;2021;tonnes;6 050 000
Europe;France;Fresh Grapes;Production;2016;tonnes;6 027 465
America;United States of America;Fresh Grapes;Production;2003;tonnes;6 026 884
Europe;France;Fresh Grapes;Production;2007;tonnes;6 019 056
Europe;Spain;Fresh Grapes;Production;2015;tonnes;6 011 852
America;United States of America;Fresh Grapes;Production;2022;tonnes;5 985 000
Europe;Spain;Fresh Grapes;Production;2022;tonnes;5 966 094
America;United States of America;Fresh Grapes;Production;2001;tonnes;5 959 570
Europe;France;Fresh Grapes;Production;2010;tonnes;5 920 299
Europe;Spain;Fresh Grapes;Production;2008;tonnes;5 902 500
Europe;Spain;Fresh Grapes;Production;2002;tonnes;5 879 700
Europe;Spain;Fresh Grapes;Production;2007;tonnes;5 865 400
Europe;France;Fresh Grapes;Production;2020;tonnes;5 857 846
Asia;China;Fresh Grapes;Production;2005;tonnes;5 794 400
America;United States of America;Fresh Grapes;Production;2006;tonnes;5 749 285
Europe;Spain;Fresh Grapes;Production;2011;tonnes;5 695 200
Asia;China;Fresh Grapes;Production;2004;tonnes;5 675 300
Europe;France;Fresh Grapes;Production;2008;tonnes;5 673 461
America;United States of America;Fresh Grapes;Production;2004;tonnes;5 660 834
America;United States of America;Fresh Grapes;Production;1999;tonnes;5 657 115
Europe;Spain;Fresh Grapes;Production;2009;tonnes;5 640 505
Europe;Spain;Fresh Grapes;Production;1999;tonnes;5 607 600
Asia;China;Table Grapes;Production;2010;tonnes;5 605 076
Asia;China;Table Grapes;Consumption;2010;tonnes;5 597 420
Europe;France;Fresh Grapes;Production;2013;tonnes;5 540 789
Europe;Spain;Fresh Grapes;Production;1997;tonnes;5 523 400
Europe;France;Fresh Grapes;Production;2019;tonnes;5 488 694
Europe;Spain;Fresh Grapes;Production;2019;tonnes;5 423 703
America;United States of America;Fresh Grapes;Production;2020;tonnes;5 388 677
Europe;France;Fresh Grapes;Production;2012;tonnes;5 379 706
America;United States of America;Fresh Grapes;Production;1995;tonnes;5 372 259
Europe;Spain;Fresh Grapes;Production;2012;tonnes;5 329 946
America;United States of America;Fresh Grapes;Production;1998;tonnes;5 279 817
Europe;Spain;Fresh Grapes;Production;2001;tonnes;5 271 700
Europe;Spain;Fresh Grapes;Production;2021;tonnes;5 265 000
Global;Global;Fresh Grapes;Exports;2021;tonnes;5 213 801
Asia;China;Fresh Grapes;Production;2003;tonnes;5 175 900
Europe;Spain;Fresh Grapes;Production;1998;tonnes;5 146 800
Europe;France;Fresh Grapes;Production;2021;tonnes;5 073 570
Global;Global;Fresh Grapes;Exports;2022;tonnes;5 060 543
America;United States of America;Fresh Grapes;Production;1996;tonnes;5 038 143
Europe;Spain;Fresh Grapes;Production;2017;tonnes;5 038 038
Europe;France;Fresh Grapes;Production;2017;tonnes;5 011 013
Global;Global;Fresh Grapes;Exports;2020;tonnes;5 002 255
Europe;Spain;Fresh Grapes;Production;1996;tonnes;4 973 525
Global;Global;Fresh Grapes;Exports;2019;tonnes;4 909 397
Global;Global;Fresh Grapes;Exports;2017;tonnes;4 892 010
Asia;China;Table Grapes;Production;2009;tonnes;4 866 716
Asia;China;Table Grapes;Consumption;2009;tonnes;4 856 377
Global;Global;Fresh Grapes;Exports;2018;tonnes;4 817 648
Global;Global;Fresh Grapes;Imports;2019;tonnes;4 786 380
Global;Global;Fresh Grapes;Imports;2020;tonnes;4 740 213
Global;Global;Fresh Grapes;Imports;2021;tonnes;4 697 931
Global;Global;Fresh Grapes;Imports;2017;tonnes;4 675 194
Global;Global;Fresh Grapes;Imports;2018;tonnes;4 604 858
Global;Global;Fresh Grapes;Exports;2016;tonnes;4 495 906
Asia;China;Fresh Grapes;Production;2002;tonnes;4 479 500
Asia;China;Table Grapes;Production;2008;tonnes;4 302 434
Asia;Republic of Türkiye;Fresh Grapes;Production;2011;tonnes;4 296 351
Asia;China;Table Grapes;Consumption;2008;tonnes;4 290 745
Global;Global;Fresh Grapes;Exports;2013;tonnes;4 288 627
Global;Global;Fresh Grapes;Imports;2016;tonnes;4 286 048
Global;Global;Fresh Grapes;Imports;2015;tonnes;4 274 304
Asia;Republic of Türkiye;Fresh Grapes;Production;2009;tonnes;4 264 720
Asia;Republic of Türkiye;Fresh Grapes;Production;2010;tonnes;4 255 000
Global;Global;Fresh Grapes;Exports;2015;tonnes;4 253 831
Asia;Republic of Türkiye;Fresh Grapes;Production;2012;tonnes;4 234 300
Asia;Republic of Türkiye;Fresh Grapes;Production;2020;tonnes;4 208 908
Asia;Republic of Türkiye;Fresh Grapes;Production;2017;tonnes;4 200 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2022;tonnes;4 200 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2014;tonnes;4 175 400
Global;Global;Fresh Grapes;Exports;2014;tonnes;4 154 817
Asia;Republic of Türkiye;Fresh Grapes;Production;2019;tonnes;4 100 000
Global;Global;Fresh Grapes;Imports;2014;tonnes;4 047 985
Global;Global;Fresh Grapes;Imports;2013;tonnes;4 046 678
Global;Global;Fresh Grapes;Exports;2012;tonnes;4 042 672
Asia;Republic of Türkiye;Fresh Grapes;Production;2013;tonnes;4 011 607
Asia;Republic of Türkiye;Fresh Grapes;Production;2016;tonnes;4 000 000
Global;Global;Fresh Grapes;Imports;2012;tonnes;3 976 212
Global;Global;Fresh Grapes;Imports;2011;tonnes;3 953 401
Global;Global;Fresh Grapes;Exports;2011;tonnes;3 933 010
Asia;Republic of Türkiye;Fresh Grapes;Production;2018;tonnes;3 933 000
Global;Global;Fresh Grapes;Imports;2008;tonnes;3 925 432
Asia;Republic of Türkiye;Fresh Grapes;Production;2008;tonnes;3 918 400
Asia;China;Table Grapes;Production;2007;tonnes;3 894 038
Asia;China;Table Grapes;Consumption;2007;tonnes;3 881 023
Global;Global;Fresh Grapes;Exports;2008;tonnes;3 851 025
Asia;Republic of Türkiye;Fresh Grapes;Production;2005;tonnes;3 850 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2006;tonnes;3 850 000
Global;Global;Fresh Grapes;Imports;2010;tonnes;3 829 468
Global;Global;Fresh Grapes;Imports;2009;tonnes;3 829 397
Global;Global;Fresh Grapes;Exports;2009;tonnes;3 800 334
Global;Global;Fresh Grapes;Exports;2010;tonnes;3 788 807
Asia;China;Table Grapes;Consumption;2006;tonnes;3 717 631
Asia;China;Table Grapes;Production;2006;tonnes;3 705 903
Asia;Republic of Türkiye;Fresh Grapes;Production;1996;tonnes;3 700 000
Asia;Republic of Türkiye;Fresh Grapes;Production;1997;tonnes;3 700 000
Asia;China;Fresh Grapes;Production;2001;tonnes;3 679 700
Global;Global;Fresh Grapes;Imports;2007;tonnes;3 673 990
Asia;Republic of Türkiye;Fresh Grapes;Production;2021;tonnes;3 670 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2015;tonnes;3 650 000
Global;Global;Fresh Grapes;Exports;2007;tonnes;3 640 166
Asia;Republic of Türkiye;Fresh Grapes;Production;2007;tonnes;3 612 800
Asia;Republic of Türkiye;Fresh Grapes;Production;1998;tonnes;3 600 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2000;tonnes;3 600 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2003;tonnes;3 600 000
Asia;India;Table Grapes;Consumption;2021;tonnes;3 579 282
Asia;Republic of Türkiye;Fresh Grapes;Production;1995;tonnes;3 550 000
Global;Global;Fresh Grapes;Exports;2006;tonnes;3 543 677
Global;Global;Fresh Grapes;Imports;2006;tonnes;3 503 060
Asia;Republic of Türkiye;Fresh Grapes;Production;2002;tonnes;3 500 000
Asia;Republic of Türkiye;Fresh Grapes;Production;2004;tonnes;3 500 000
Asia;India;Fresh Grapes;Production;2021;tonnes;3 477 000
Global;Global;Fresh Grapes;Exports;2005;tonnes;3 455 945
Asia;China;Table Grapes;Consumption;2005;tonnes;3 419 296
Asia;India;Fresh Grapes;Production;2022;tonnes;3 417 052
Asia;Republic of Türkiye;Fresh Grapes;Production;1999;tonnes;3 400 000
Asia;China;Table Grapes;Production;2005;tonnes;3 383 063
Asia;China;Table Grapes;Consumption;2004;tonnes;3 369 949
Asia;India;Fresh Grapes;Production;2020;tonnes;3 358 000
Europe;Spain;Fresh Grapes;Production;1995;tonnes;3 350 000
Asia;China;Table Grapes;Production;2004;tonnes;3 328 862
Asia;Iran;Fresh Grapes;Production;2007;tonnes;3 325 010
Global;Global;Fresh Grapes;Imports;2005;tonnes;3 322 900
Asia;China;Fresh Grapes;Production;2000;tonnes;3 281 700
Asia;Republic of Türkiye;Fresh Grapes;Production;2001;tonnes;3 250 000
Asia;India;Fresh Grapes;Production;2019;tonnes;3 180 000
Global;Global;Fresh Grapes;Exports;2003;tonnes;3 136 624
America;Argentina;Fresh Grapes;Production;2007;tonnes;3 092 509
Global;Global;Fresh Grapes;Exports;2004;tonnes;3 072 420
Asia;Republic of Türkiye;Table Grapes;Consumption;2020;tonnes;3 060 059
America;Argentina;Fresh Grapes;Production;2011;tonnes;3 007 491
Asia;Republic of Türkiye;Table Grapes;Consumption;2022;tonnes;2 999 041
Asia;Iran;Fresh Grapes;Production;2005;tonnes;2 963 755
Global;Global;Fresh Grapes;Imports;2004;tonnes;2 962 667
America;Chile;Fresh Grapes;Production;2013;tonnes;2 955 472
Asia;China;Table Grapes;Consumption;2003;tonnes;2 941 666
America;Chile;Fresh Grapes;Production;2012;tonnes;2 922 684
Asia;India;Fresh Grapes;Production;2017;tonnes;2 922 000
America;Argentina;Fresh Grapes;Production;2008;tonnes;2 921 211
Asia;India;Fresh Grapes;Production;2018;tonnes;2 920 000
Asia;China;Table Grapes;Production;2003;tonnes;2 901 686
Asia;India;Table Grapes;Production;2021;tonnes;2 899 034
America;Argentina;Fresh Grapes;Production;2006;tonnes;2 880 928
Asia;India;Table Grapes;Production;2020;tonnes;2 877 988
America;Argentina;Fresh Grapes;Production;2013;tonnes;2 871 749
America;Argentina;Fresh Grapes;Production;1995;tonnes;2 854 800
America;Chile;Fresh Grapes;Production;2021;tonnes;2 850 000
Asia;India;Table Grapes;Production;2022;tonnes;2 849 051
America;Chile;Fresh Grapes;Production;2015;tonnes;2 842 135
Asia;India;Table Grapes;Consumption;2022;tonnes;2 830 740
America;Argentina;Fresh Grapes;Production;2005;tonnes;2 829 700
Global;Global;Fresh Grapes;Imports;2003;tonnes;2 829 631
America;Chile;Fresh Grapes;Production;2018;tonnes;2 828 021
Asia;Iran;Fresh Grapes;Production;2003;tonnes;2 818 350
Asia;Republic of Türkiye;Table Grapes;Consumption;2019;tonnes;2 814 461
Asia;Iran;Fresh Grapes;Production;2004;tonnes;2 795 919
Global;Global;Fresh Grapes;Exports;2000;tonnes;2 795 068
America;Chile;Fresh Grapes;Production;2022;tonnes;2 791 611
Asia;Iran;Fresh Grapes;Production;2013;tonnes;2 753 659
Global;Global;Fresh Grapes;Exports;2001;tonnes;2 748 210
America;Chile;Fresh Grapes;Production;2009;tonnes;2 742 157
Asia;Republic of Türkiye;Table Grapes;Consumption;2017;tonnes;2 742 132
Asia;India;Table Grapes;Consumption;2020;tonnes;2 731 260
Global;Global;Fresh Grapes;Exports;2002;tonnes;2 730 324
America;Argentina;Fresh Grapes;Production;2010;tonnes;2 716 676
Asia;China;Fresh Grapes;Production;1999;tonnes;2 708 130
America;Argentina;Fresh Grapes;Production;2018;tonnes;2 703 994
Asia;Iran;Fresh Grapes;Production;2002;tonnes;2 703 792
America;Chile;Fresh Grapes;Production;2019;tonnes;2 701 588
America;Argentina;Fresh Grapes;Production;2014;tonnes;2 689 296
Asia;India;Table Grapes;Production;2019;tonnes;2 681 836
Asia;Iran;Fresh Grapes;Production;2006;tonnes;2 678 418
Global;Global;Fresh Grapes;Imports;2000;tonnes;2 662 830
Asia;Republic of Türkiye;Table Grapes;Consumption;2018;tonnes;2 651 854
America;Argentina;Fresh Grapes;Production;2004;tonnes;2 651 000
America;Chile;Fresh Grapes;Production;2011;tonnes;2 644 050
Global;Global;Fresh Grapes;Imports;2002;tonnes;2 631 506
Asia;India;Fresh Grapes;Production;2015;tonnes;2 602 000
Asia;India;Fresh Grapes;Production;2016;tonnes;2 590 000
Asia;India;Fresh Grapes;Production;2014;tonnes;2 585 340
Global;Global;Fresh Grapes;Imports;2001;tonnes;2 571 809
America;Argentina;Fresh Grapes;Production;2019;tonnes;2 562 343
America;Chile;Fresh Grapes;Production;2008;tonnes;2 561 796
America;Chile;Fresh Grapes;Production;2010;tonnes;2 544 516
America;Chile;Fresh Grapes;Production;2014;tonnes;2 530 462
Asia;Iran;Fresh Grapes;Production;2001;tonnes;2 517 099
America;Argentina;Fresh Grapes;Production;2015;tonnes;2 493 741
Asia;India;Fresh Grapes;Production;2013;tonnes;2 483 000
America;Argentina;Fresh Grapes;Production;1997;tonnes;2 481 908
Asia;India;Table Grapes;Production;2018;tonnes;2 479 546
America;Chile;Fresh Grapes;Production;2016;tonnes;2 478 780
Asia;India;Table Grapes;Production;2017;tonnes;2 467 664
America;Chile;Fresh Grapes;Production;2007;tonnes;2 464 300
America;Argentina;Fresh Grapes;Production;2001;tonnes;2 459 900
Asia;India;Table Grapes;Consumption;2019;tonnes;2 447 187
America;Chile;Fresh Grapes;Production;2020;tonnes;2 433 654
Asia;Republic of Türkiye;Table Grapes;Consumption;2021;tonnes;2 433 098
